Date,Category,City,Units_Sold,Unit_Price,Revenue,Customer_Count,Avg_Customer_Age,Promotion,Month,Weekday,Weekday_Num,Is_Weekend,Promotion_Label
2024-06-08,Toys,Hyderabad,39,29.0,1131.0,17,38.4,0,6,Saturday,5,1,No Promotion
2024-06-09,Electronics,Hyderabad,29,246.26,7141.54,13,29.8,0,6,Sunday,6,1,No Promotion
2024-06-09,Clothing,Mumbai,51,45.47,2318.97,43,37.9,0,6,Sunday,6,1,No Promotion
2024-06-09,Groceries,Hyderabad,119,12.28,1461.32,102,26.7,0,6,Sunday,6,1,No Promotion
2024-06-09,Furniture,Delhi,8,393.05,3144.4,3,14.8,0,6,Sunday,6,1,No Promotion
2024-06-09,Toys,Mumbai,35,30.22,1057.7,17,31.5,0,6,Sunday,6,1,No Promotion
2024-06-10,Electronics,Bengaluru,13,265.28,3448.6399999999994,9,41.3,0,6,Monday,0,0,No Promotion
2024-06-10,Clothing,Chennai,50,45.05,2252.5,42,15.9,0,6,Monday,0,0,No Promotion
2024-06-10,Groceries,Mumbai,116,12.18,1412.8799999999999,72,51.8,0,6,Monday,0,0,No Promotion
2024-06-10,Furniture,Mumbai,4,383.56,1534.24,3,40.2,0,6,Monday,0,0,No Promotion
2024-06-10,Toys,Bengaluru,31,30.05,931.5500000000001,21,24.9,0,6,Monday,0,0,No Promotion
2024-06-11,Electronics,Hyderabad,16,243.66,3898.56,7,10.6,0,6,Tuesday,1,0,No Promotion
2024-06-11,Clothing,Hyderabad,37,43.61,1613.57,16,23.5,0,6,Tuesday,1,0,No Promotion
2024-06-11,Groceries,Delhi,139,12.1,1681.8999999999999,71,46.2,0,6,Tuesday,1,0,No Promotion
2024-06-11,Furniture,Hyderabad,10,375.37,3753.7,5,41.7,0,6,Tuesday,1,0,No Promotion
2024-06-11,Toys,Hyderabad,27,29.99,809.7299999999999,23,41.7,0,6,Tuesday,1,0,No Promotion
2024-06-12,Electronics,Hyderabad,19,246.47,4682.93,8,30.3,0,6,Wednesday,2,0,No Promotion
2024-06-12,Clothing,Bengaluru,38,46.12,1752.56,31,42.3,0,6,Wednesday,2,0,No Promotion
2024-06-12,Groceries,Delhi,106,11.68,1238.08,76,30.9,0,6,Wednesday,2,0,No Promotion
2024-06-12,Furniture,Hyderabad,6,378.66,2271.96,3,30.0,0,6,Wednesday,2,0,No Promotion
2024-06-12,Toys,Mumbai,21,32.24,677.0400000000001,14,28.1,0,6,Wednesday,2,0,No Promotion
2024-06-13,Electronics,Delhi,19,244.61,4647.59,14,40.8,0,6,Thursday,3,0,No Promotion
2024-06-13,Clothing,Mumbai,41,44.73,1833.9299999999998,19,75.6,0,6,Thursday,3,0,No Promotion
2024-06-13,Groceries,Mumbai,138,11.36,1567.6799999999998,57,17.9,0,6,Thursday,3,0,No Promotion
2024-06-13,Furniture,Chennai,3,408.47,1225.41,2,28.8,0,6,Thursday,3,0,No Promotion
2024-06-13,Toys,Bengaluru,21,27.82,584.22,16,40.8,0,6,Thursday,3,0,No Promotion
2024-06-14,Electronics,Hyderabad,19,230.97,4388.43,13,49.3,0,6,Friday,4,0,No Promotion
2024-06-14,Clothing,Delhi,48,44.14,2118.7200000000003,23,52.5,0,6,Friday,4,0,No Promotion
2024-06-14,Groceries,Delhi,121,12.71,1537.91,86,41.0,0,6,Friday,4,0,No Promotion
2024-06-14,Furniture,Bengaluru,13,387.33,5035.29,6,31.2,0,6,Friday,4,0,No Promotion
2024-06-14,Toys,Delhi,25,30.26,756.5,15,27.0,0,6,Friday,4,0,No Promotion
2024-06-15,Electronics,Hyderabad,18,237.14,4268.5199999999995,7,42.5,0,6,Saturday,5,1,No Promotion
2024-06-15,Clothing,Hyderabad,48,40.33,1935.84,24,41.9,0,6,Saturday,5,1,No Promotion
2024-06-15,Groceries,Bengaluru,175,11.84,2072.0,76,29.4,0,6,Saturday,5,1,No Promotion
2024-06-15,Furniture,Chennai,5,352.54,1762.7,2,43.0,0,6,Saturday,5,1,No Promotion
2024-06-15,Toys,Hyderabad,31,28.31,877.61,14,40.1,0,6,Saturday,5,1,No Promotion
2024-06-16,Electronics,Delhi,14,254.72,3566.08,6,22.9,0,6,Sunday,6,1,No Promotion
2024-06-16,Clothing,Mumbai,50,44.02,2201.0,33,39.8,0,6,Sunday,6,1,No Promotion
2024-06-16,Groceries,Chennai,183,11.63,2128.29,124,34.0,0,6,Sunday,6,1,No Promotion
2024-06-16,Furniture,Hyderabad,4,397.71,1590.84,2,44.6,0,6,Sunday,6,1,No Promotion
2024-06-16,Toys,Delhi,34,30.65,1042.1,14,30.6,0,6,Sunday,6,1,No Promotion
2024-06-17,Electronics,Bengaluru,24,261.33,6271.92,12,31.2,0,6,Monday,0,0,No Promotion
2024-06-17,Clothing,Hyderabad,43,50.08,2153.44,27,44.9,0,6,Monday,0,0,No Promotion
2024-06-17,Groceries,Hyderabad,132,11.89,1569.48,65,35.1,0,6,Monday,0,0,No Promotion
2024-06-17,Furniture,Chennai,9,372.14,3349.2599999999998,6,38.7,0,6,Monday,0,0,No Promotion
2024-06-17,Toys,Delhi,32,31.58,1010.56,14,26.3,0,6,Monday,0,0,No Promotion
2024-06-18,Electronics,Chennai,18,247.08,4447.4400000000005,9,22.1,0,6,Tuesday,1,0,No Promotion
2024-06-18,Clothing,Mumbai,48,48.12,2309.7599999999998,24,49.0,0,6,Tuesday,1,0,No Promotion
2024-06-18,Groceries,Delhi,141,12.12,1708.9199999999998,89,29.5,0,6,Tuesday,1,0,No Promotion
2024-06-18,Furniture,Chennai,7,414.62,2902.34,3,10.6,0,6,Tuesday,1,0,No Promotion
2024-06-18,Toys,Bengaluru,29,30.06,871.74,24,49.7,0,6,Tuesday,1,0,No Promotion
2024-06-19,Electronics,Hyderabad,20,234.66,4693.2,8,9.6,0,6,Wednesday,2,0,No Promotion
2024-06-19,Clothing,Bengaluru,44,46.63,2051.7200000000003,22,30.2,0,6,Wednesday,2,0,No Promotion
2024-06-19,Groceries,Hyderabad,160,11.89,1902.4,102,27.3,0,6,Wednesday,2,0,No Promotion
2024-06-19,Furniture,Bengaluru,7,366.27,2563.89,5,17.7,0,6,Wednesday,2,0,No Promotion
2024-06-19,Toys,Chennai,25,28.7,717.5,15,28.1,0,6,Wednesday,2,0,No Promotion
2024-06-20,Electronics,Hyderabad,24,250.45,6010.799999999999,17,42.7,0,6,Thursday,3,0,No Promotion
2024-06-20,Clothing,Chennai,56,44.46,2489.76,38,34.4,0,6,Thursday,3,0,No Promotion
2024-06-20,Groceries,Bengaluru,107,12.37,1323.59,89,46.3,0,6,Thursday,3,0,No Promotion
2024-06-20,Furniture,Bengaluru,6,380.49,2282.94,2,39.6,0,6,Thursday,3,0,No Promotion
2024-06-20,Toys,Chennai,31,29.43,912.33,16,29.6,0,6,Thursday,3,0,No Promotion
2024-06-21,Electronics,Bengaluru,25,257.25,6431.25,12,33.4,0,6,Friday,4,0,No Promotion
2024-06-21,Clothing,Mumbai,49,44.45,2178.05,22,46.5,0,6,Friday,4,0,No Promotion
2024-06-21,Groceries,Bengaluru,140,11.86,1660.3999999999999,75,43.4,0,6,Friday,4,0,No Promotion
2024-06-21,Furniture,Bengaluru,7,396.04,2772.28,4,4.1,0,6,Friday,4,0,No Promotion
2024-06-21,Toys,Hyderabad,22,29.65,652.3,12,44.2,0,6,Friday,4,0,No Promotion
2024-06-22,Electronics,Chennai,29,242.34,7027.86,17,50.7,0,6,Saturday,5,1,No Promotion
2024-06-22,Clothing,Hyderabad,50,45.84,2292.0,29,33.9,0,6,Saturday,5,1,No Promotion
2024-06-22,Groceries,Hyderabad,169,12.54,2119.2599999999998,136,36.1,0,6,Saturday,5,1,No Promotion
2024-06-22,Furniture,Mumbai,9,373.55,3361.9500000000003,5,35.3,0,6,Saturday,5,1,No Promotion
2024-06-22,Toys,Hyderabad,32,29.64,948.48,15,33.6,0,6,Saturday,5,1,No Promotion
2024-06-23,Electronics,Bengaluru,24,239.94,5758.5599999999995,20,28.1,0,6,Sunday,6,1,No Promotion
2024-06-23,Clothing,Bengaluru,38,47.23,1794.7399999999998,19,28.3,0,6,Sunday,6,1,No Promotion
2024-06-23,Groceries,Delhi,165,12.05,1988.2500000000002,119,30.5,0,6,Sunday,6,1,No Promotion
2024-06-23,Furniture,Delhi,11,363.76,4001.3599999999997,6,29.1,0,6,Sunday,6,1,No Promotion
2024-06-23,Toys,Hyderabad,18,32.31,581.58,14,28.5,0,6,Sunday,6,1,No Promotion
2024-06-24,Electronics,Mumbai,22,272.38,5992.36,12,11.5,0,6,Monday,0,0,No Promotion
2024-06-24,Clothing,Hyderabad,46,44.47,2045.62,20,32.4,0,6,Monday,0,0,No Promotion
2024-06-24,Groceries,Chennai,126,12.3,1549.8000000000002,94,47.3,0,6,Monday,0,0,No Promotion
2024-06-24,Furniture,Delhi,7,391.59,2741.1299999999997,5,32.2,0,6,Monday,0,0,No Promotion
2024-06-24,Toys,Bengaluru,28,28.57,799.96,14,39.2,0,6,Monday,0,0,No Promotion
2024-06-25,Electronics,Chennai,17,259.13,4405.21,8,39.4,0,6,Tuesday,1,0,No Promotion
2024-06-25,Clothing,Delhi,40,45.29,1811.6,25,32.2,0,6,Tuesday,1,0,No Promotion
2024-06-25,Groceries,Delhi,148,12.26,1814.48,67,30.0,0,6,Tuesday,1,0,No Promotion
2024-06-25,Furniture,Mumbai,8,388.17,3105.36,5,35.8,0,6,Tuesday,1,0,No Promotion
2024-06-25,Toys,Mumbai,23,28.86,663.78,16,33.1,0,6,Tuesday,1,0,No Promotion
2024-06-26,Electronics,Mumbai,25,253.64,6341.0,13,35.3,1,6,Wednesday,2,0,Promotion
2024-06-26,Clothing,Mumbai,55,44.01,2420.5499999999997,25,36.0,1,6,Wednesday,2,0,Promotion
2024-06-26,Groceries,Hyderabad,177,12.15,2150.55,83,46.4,1,6,Wednesday,2,0,Promotion
2024-06-26,Furniture,Delhi,13,393.4,5114.2,8,26.5,1,6,Wednesday,2,0,Promotion
2024-06-26,Toys,Hyderabad,36,33.45,1204.2,31,32.8,1,6,Wednesday,2,0,Promotion
2024-06-27,Electronics,Delhi,25,257.51,6437.75,17,49.9,0,6,Thursday,3,0,No Promotion
2024-06-27,Clothing,Mumbai,38,45.26,1719.8799999999999,28,41.7,0,6,Thursday,3,0,No Promotion
2024-06-27,Groceries,Bengaluru,112,12.63,1414.5600000000002,92,34.2,0,6,Thursday,3,0,No Promotion
2024-06-27,Furniture,Hyderabad,7,386.88,2708.16,6,25.4,0,6,Thursday,3,0,No Promotion
2024-06-27,Toys,Mumbai,23,30.41,699.43,14,36.5,0,6,Thursday,3,0,No Promotion
2024-06-28,Electronics,Delhi,16,271.7,4347.2,7,25.5,0,6,Friday,4,0,No Promotion
2024-06-28,Clothing,Bengaluru,46,48.64,2237.44,27,32.5,0,6,Friday,4,0,No Promotion
2024-06-28,Groceries,Hyderabad,113,11.77,1330.01,57,30.7,0,6,Friday,4,0,No Promotion
2024-06-28,Furniture,Chennai,5,354.45,1772.25,4,11.8,0,6,Friday,4,0,No Promotion
2024-06-28,Toys,Hyderabad,25,30.94,773.5,15,26.6,0,6,Friday,4,0,No Promotion
2024-06-29,Electronics,Bengaluru,23,251.35,5781.05,20,48.9,0,6,Saturday,5,1,No Promotion
2024-06-29,Clothing,Mumbai,64,42.34,2709.76,57,40.1,0,6,Saturday,5,1,No Promotion
2024-06-29,Groceries,Bengaluru,137,12.05,1650.8500000000001,119,26.2,0,6,Saturday,5,1,No Promotion
2024-06-29,Furniture,Chennai,7,381.9,2673.2999999999997,4,48.8,0,6,Saturday,5,1,No Promotion
2024-06-29,Toys,Chennai,23,28.59,657.57,13,40.6,0,6,Saturday,5,1,No Promotion
2024-06-30,Electronics,Chennai,28,257.05,7197.400000000001,11,25.0,0,6,Sunday,6,1,No Promotion
2024-06-30,Clothing,Bengaluru,55,46.34,2548.7000000000003,22,19.2,0,6,Sunday,6,1,No Promotion
2024-06-30,Groceries,Hyderabad,134,11.57,1550.38,59,20.7,0,6,Sunday,6,1,No Promotion
2024-06-30,Furniture,Chennai,10,355.3,3553.0,6,35.2,0,6,Sunday,6,1,No Promotion
2024-06-30,Toys,Hyderabad,33,31.29,1032.57,14,33.0,0,6,Sunday,6,1,No Promotion
2024-07-01,Electronics,Delhi,19,248.64,4724.16,15,27.1,0,7,Monday,0,0,No Promotion
2024-07-01,Clothing,Hyderabad,35,44.5,1557.5,28,29.7,0,7,Monday,0,0,No Promotion
2024-07-01,Groceries,Chennai,90,12.91,1161.9,40,38.1,0,7,Monday,0,0,No Promotion
2024-07-01,Furniture,Mumbai,9,397.6,3578.4,7,39.4,0,7,Monday,0,0,No Promotion
2024-07-01,Toys,Delhi,18,28.3,509.40000000000003,11,45.6,0,7,Monday,0,0,No Promotion
2024-07-02,Electronics,Chennai,18,244.27,4396.860000000001,12,44.9,0,7,Tuesday,1,0,No Promotion
2024-07-02,Clothing,Chennai,32,45.78,1464.96,14,36.4,0,7,Tuesday,1,0,No Promotion
2024-07-02,Groceries,Bengaluru,116,12.3,1426.8000000000002,51,36.5,0,7,Tuesday,1,0,No Promotion
2024-07-02,Furniture,Bengaluru,4,378.61,1514.44,2,51.3,0,7,Tuesday,1,0,No Promotion
2024-07-02,Toys,Delhi,19,29.72,564.68,11,38.3,0,7,Tuesday,1,0,No Promotion
2024-07-03,Electronics,Chennai,18,253.62,4565.16,9,36.0,0,7,Wednesday,2,0,No Promotion
2024-07-03,Clothing,Chennai,41,47.8,1959.8,23,43.8,0,7,Wednesday,2,0,No Promotion
2024-07-03,Groceries,Mumbai,105,11.84,1243.2,46,40.1,0,7,Wednesday,2,0,No Promotion
2024-07-03,Furniture,Mumbai,8,320.72,2565.76,3,17.0,0,7,Wednesday,2,0,No Promotion
2024-07-03,Toys,Delhi,21,30.16,633.36,9,17.9,0,7,Wednesday,2,0,No Promotion
2024-07-04,Electronics,Chennai,19,250.43,4758.17,12,27.8,1,7,Thursday,3,0,Promotion
2024-07-04,Clothing,Chennai,67,40.95,2743.65,30,31.3,1,7,Thursday,3,0,Promotion
2024-07-04,Groceries,Chennai,143,12.32,1761.76,100,21.4,1,7,Thursday,3,0,Promotion
2024-07-04,Furniture,Hyderabad,6,396.12,2376.7200000000003,3,31.6,1,7,Thursday,3,0,Promotion
2024-07-04,Toys,Mumbai,38,29.07,1104.66,32,42.3,1,7,Thursday,3,0,Promotion
2024-07-05,Electronics,Hyderabad,17,244.13,4150.21,9,45.3,0,7,Friday,4,0,No Promotion
2024-07-05,Clothing,Delhi,36,50.29,1810.44,30,37.2,0,7,Friday,4,0,No Promotion
2024-07-05,Groceries,Chennai,122,12.39,1511.5800000000002,109,42.5,0,7,Friday,4,0,No Promotion
2024-07-05,Furniture,Delhi,6,378.95,2273.7,2,34.8,0,7,Friday,4,0,No Promotion
2024-07-05,Toys,Hyderabad,22,32.55,716.0999999999999,14,47.8,0,7,Friday,4,0,No Promotion
2024-07-06,Electronics,Hyderabad,19,273.08,5188.5199999999995,12,43.4,0,7,Saturday,5,1,No Promotion
2024-07-06,Clothing,Chennai,47,43.03,2022.41,20,30.4,0,7,Saturday,5,1,No Promotion
2024-07-06,Groceries,Hyderabad,153,11.7,1790.1,116,23.2,0,7,Saturday,5,1,No Promotion
2024-07-06,Furniture,Bengaluru,6,376.05,2256.3,3,29.6,0,7,Saturday,5,1,No Promotion
2024-07-06,Toys,Chennai,22,32.38,712.36,16,18.8,0,7,Saturday,5,1,No Promotion
2024-07-07,Electronics,Chennai,18,246.84,4443.12,11,40.6,0,7,Sunday,6,1,No Promotion
2024-07-07,Clothing,Hyderabad,30,47.28,1418.4,23,17.9,0,7,Sunday,6,1,No Promotion
2024-07-07,Groceries,Chennai,147,11.85,1741.95,89,39.4,0,7,Sunday,6,1,No Promotion
2024-07-07,Furniture,Hyderabad,9,379.08,3411.72,4,25.8,0,7,Sunday,6,1,No Promotion
2024-07-07,Toys,Mumbai,29,29.63,859.27,13,39.9,0,7,Sunday,6,1,No Promotion
2024-07-08,Electronics,Hyderabad,16,239.9,3838.4,8,47.1,0,7,Monday,0,0,No Promotion
2024-07-08,Clothing,Mumbai,38,42.44,1612.7199999999998,21,30.4,0,7,Monday,0,0,No Promotion
2024-07-08,Groceries,Delhi,85,11.85,1007.25,40,36.3,0,7,Monday,0,0,No Promotion
2024-07-08,Furniture,Mumbai,12,373.5,4482.0,6,17.4,0,7,Monday,0,0,No Promotion
2024-07-08,Toys,Chennai,24,31.77,762.48,10,50.1,0,7,Monday,0,0,No Promotion
2024-07-09,Electronics,Delhi,12,230.83,2769.96,6,37.7,0,7,Tuesday,1,0,No Promotion
2024-07-09,Clothing,Hyderabad,45,44.47,2001.1499999999999,21,44.9,0,7,Tuesday,1,0,No Promotion
2024-07-09,Groceries,Bengaluru,113,12.41,1402.33,96,16.3,0,7,Tuesday,1,0,No Promotion
2024-07-09,Furniture,Delhi,4,372.08,1488.32,2,50.4,0,7,Tuesday,1,0,No Promotion
2024-07-09,Toys,Delhi,24,29.02,696.48,18,22.9,0,7,Tuesday,1,0,No Promotion
2024-07-10,Electronics,Hyderabad,23,255.73,5881.79,11,30.8,0,7,Wednesday,2,0,No Promotion
2024-07-10,Clothing,Hyderabad,37,43.4,1605.8,15,30.1,0,7,Wednesday,2,0,No Promotion
2024-07-10,Groceries,Mumbai,126,12.33,1553.58,97,12.5,0,7,Wednesday,2,0,No Promotion
2024-07-10,Furniture,Chennai,2,400.56,801.12,1,16.4,0,7,Wednesday,2,0,No Promotion
2024-07-10,Toys,Mumbai,24,28.18,676.3199999999999,16,20.4,0,7,Wednesday,2,0,No Promotion
2024-07-11,Electronics,Hyderabad,14,260.66,3649.2400000000002,10,40.6,0,7,Thursday,3,0,No Promotion
2024-07-11,Clothing,Bengaluru,26,44.14,1147.64,14,38.1,0,7,Thursday,3,0,No Promotion
2024-07-11,Groceries,Mumbai,87,12.45,1083.1499999999999,59,21.2,0,7,Thursday,3,0,No Promotion
2024-07-11,Furniture,Chennai,7,378.38,2648.66,4,30.7,0,7,Thursday,3,0,No Promotion
2024-07-11,Toys,Bengaluru,20,28.48,569.6,9,19.9,0,7,Thursday,3,0,No Promotion
2024-07-12,Electronics,Hyderabad,20,244.48,4889.599999999999,8,34.0,1,7,Friday,4,0,Promotion
2024-07-12,Clothing,Chennai,54,45.02,2431.0800000000004,28,44.3,1,7,Friday,4,0,Promotion
2024-07-12,Groceries,Delhi,175,11.44,2002.0,89,46.4,1,7,Friday,4,0,Promotion
2024-07-12,Furniture,Delhi,8,322.95,2583.6,3,52.9,1,7,Friday,4,0,Promotion
2024-07-12,Toys,Delhi,30,30.86,925.8,19,17.4,1,7,Friday,4,0,Promotion
2024-07-13,Electronics,Mumbai,19,249.5,4740.5,9,48.2,0,7,Saturday,5,1,No Promotion
2024-07-13,Clothing,Hyderabad,31,45.87,1421.97,13,34.3,0,7,Saturday,5,1,No Promotion
2024-07-13,Groceries,Bengaluru,188,11.42,2146.96,125,31.8,0,7,Saturday,5,1,No Promotion
2024-07-13,Furniture,Hyderabad,9,384.51,3460.59,4,33.7,0,7,Saturday,5,1,No Promotion
2024-07-13,Toys,Hyderabad,29,31.72,919.88,12,25.1,0,7,Saturday,5,1,No Promotion
2024-07-14,Electronics,Mumbai,33,261.22,8620.26,24,20.5,1,7,Sunday,6,1,Promotion
2024-07-14,Clothing,Bengaluru,67,46.16,3092.72,41,38.3,1,7,Sunday,6,1,Promotion
2024-07-14,Groceries,Hyderabad,150,12.5,1875.0,83,43.1,1,7,Sunday,6,1,Promotion
2024-07-14,Furniture,Bengaluru,5,407.45,2037.25,3,37.5,1,7,Sunday,6,1,Promotion
2024-07-14,Toys,Mumbai,34,31.17,1059.78,15,35.3,1,7,Sunday,6,1,Promotion
2024-07-15,Electronics,Hyderabad,14,256.77,3594.7799999999997,8,49.9,0,7,Monday,0,0,No Promotion
2024-07-15,Clothing,Chennai,36,47.6,1713.6000000000001,16,57.0,0,7,Monday,0,0,No Promotion
2024-07-15,Groceries,Delhi,98,12.71,1245.5800000000002,69,45.0,0,7,Monday,0,0,No Promotion
2024-07-15,Furniture,Hyderabad,2,386.3,772.6,1,25.3,0,7,Monday,0,0,No Promotion
2024-07-15,Toys,Hyderabad,18,32.36,582.48,9,27.5,0,7,Monday,0,0,No Promotion
2024-07-16,Electronics,Mumbai,21,246.21,5170.41,16,35.4,0,7,Tuesday,1,0,No Promotion
2024-07-16,Clothing,Mumbai,42,43.84,1841.2800000000002,20,56.4,0,7,Tuesday,1,0,No Promotion
2024-07-16,Groceries,Hyderabad,115,11.69,1344.35,51,31.7,0,7,Tuesday,1,0,No Promotion
2024-07-16,Furniture,Hyderabad,3,352.31,1056.93,1,40.8,0,7,Tuesday,1,0,No Promotion
2024-07-16,Toys,Mumbai,17,30.09,511.53,10,22.7,0,7,Tuesday,1,0,No Promotion
2024-07-17,Electronics,Chennai,15,256.1,3841.5000000000005,6,41.2,0,7,Wednesday,2,0,No Promotion
2024-07-17,Clothing,Mumbai,30,44.26,1327.8,22,30.5,0,7,Wednesday,2,0,No Promotion
2024-07-17,Groceries,Delhi,107,12.7,1358.8999999999999,51,45.4,0,7,Wednesday,2,0,No Promotion
2024-07-17,Furniture,Chennai,9,387.67,3489.03,7,36.4,0,7,Wednesday,2,0,No Promotion
2024-07-17,Toys,Bengaluru,30,29.64,889.2,20,34.7,0,7,Wednesday,2,0,No Promotion
2024-07-18,Electronics,Bengaluru,13,229.92,2988.96,11,36.4,0,7,Thursday,3,0,No Promotion
2024-07-18,Clothing,Delhi,47,45.83,2154.0099999999998,23,23.3,0,7,Thursday,3,0,No Promotion
2024-07-18,Groceries,Delhi,104,12.05,1253.2,58,41.4,0,7,Thursday,3,0,No Promotion
2024-07-18,Furniture,Hyderabad,6,366.01,2196.06,3,17.3,0,7,Thursday,3,0,No Promotion
2024-07-18,Toys,Chennai,28,30.55,855.4,16,49.3,0,7,Thursday,3,0,No Promotion
2024-07-19,Electronics,Chennai,25,238.01,5950.25,16,35.2,1,7,Friday,4,0,Promotion
2024-07-19,Clothing,Bengaluru,52,44.15,2295.7999999999997,26,31.0,1,7,Friday,4,0,Promotion
2024-07-19,Groceries,Mumbai,148,11.11,1644.28,110,30.0,1,7,Friday,4,0,Promotion
2024-07-19,Furniture,Chennai,3,382.44,1147.32,1,24.5,1,7,Friday,4,0,Promotion
2024-07-19,Toys,Chennai,22,27.21,598.62,13,35.8,1,7,Friday,4,0,Promotion
2024-07-20,Electronics,Mumbai,26,239.22,6219.72,15,41.1,0,7,Saturday,5,1,No Promotion
2024-07-20,Clothing,Bengaluru,47,45.35,2131.4500000000003,19,37.3,0,7,Saturday,5,1,No Promotion
2024-07-20,Groceries,Chennai,154,11.39,1754.0600000000002,83,44.6,0,7,Saturday,5,1,No Promotion
2024-07-20,Furniture,Hyderabad,7,392.44,2747.08,5,19.7,0,7,Saturday,5,1,No Promotion
2024-07-20,Toys,Hyderabad,35,32.43,1135.05,17,42.8,0,7,Saturday,5,1,No Promotion
2024-07-21,Electronics,Hyderabad,32,271.68,8693.76,18,38.9,1,7,Sunday,6,1,Promotion
2024-07-21,Clothing,Mumbai,52,43.02,2237.04,36,38.3,1,7,Sunday,6,1,Promotion
2024-07-21,Groceries,Mumbai,196,12.82,2512.7200000000003,81,28.0,1,7,Sunday,6,1,Promotion
2024-07-21,Furniture,Bengaluru,8,371.75,2974.0,4,28.9,1,7,Sunday,6,1,Promotion
2024-07-21,Toys,Delhi,43,32.84,1412.1200000000001,30,45.2,1,7,Sunday,6,1,Promotion
2024-07-22,Electronics,Mumbai,18,254.03,4572.54,8,30.5,0,7,Monday,0,0,No Promotion
2024-07-22,Clothing,Mumbai,34,42.22,1435.48,22,34.8,0,7,Monday,0,0,No Promotion
2024-07-22,Groceries,Chennai,117,11.64,1361.88,59,18.9,0,7,Monday,0,0,No Promotion
2024-07-22,Furniture,Bengaluru,0,409.2,0.0,1,39.7,0,7,Monday,0,0,No Promotion
2024-07-22,Toys,Mumbai,27,32.77,884.7900000000001,17,58.7,0,7,Monday,0,0,No Promotion
2024-07-23,Electronics,Delhi,17,244.49,4156.33,9,22.3,0,7,Tuesday,1,0,No Promotion
2024-07-23,Clothing,Delhi,34,43.52,1479.68,30,32.7,0,7,Tuesday,1,0,No Promotion
2024-07-23,Groceries,Hyderabad,101,11.16,1127.16,59,38.0,0,7,Tuesday,1,0,No Promotion
2024-07-23,Furniture,Bengaluru,12,389.49,4673.88,7,21.9,0,7,Tuesday,1,0,No Promotion
2024-07-23,Toys,Hyderabad,17,29.57,502.69,14,38.5,0,7,Tuesday,1,0,No Promotion
2024-07-24,Electronics,Bengaluru,12,245.3,2943.6000000000004,6,55.0,0,7,Wednesday,2,0,No Promotion
2024-07-24,Clothing,Hyderabad,33,44.72,1475.76,23,22.8,0,7,Wednesday,2,0,No Promotion
2024-07-24,Groceries,Delhi,117,11.29,1320.9299999999998,105,17.9,0,7,Wednesday,2,0,No Promotion
2024-07-24,Furniture,Mumbai,3,375.29,1125.8700000000001,2,29.4,0,7,Wednesday,2,0,No Promotion
2024-07-24,Toys,Bengaluru,23,30.43,699.89,11,56.3,0,7,Wednesday,2,0,No Promotion
2024-07-25,Electronics,Mumbai,18,265.22,4773.960000000001,15,38.5,0,7,Thursday,3,0,No Promotion
2024-07-25,Clothing,Mumbai,42,40.4,1696.8,22,29.7,0,7,Thursday,3,0,No Promotion
2024-07-25,Groceries,Hyderabad,104,10.83,1126.32,62,26.9,0,7,Thursday,3,0,No Promotion
2024-07-25,Furniture,Chennai,0,372.14,0.0,1,25.9,0,7,Thursday,3,0,No Promotion
2024-07-25,Toys,Delhi,22,30.13,662.86,12,56.7,0,7,Thursday,3,0,No Promotion
2024-07-26,Electronics,Mumbai,14,248.2,3474.7999999999997,7,26.8,0,7,Friday,4,0,No Promotion
2024-07-26,Clothing,Delhi,44,44.32,1950.08,26,33.2,0,7,Friday,4,0,No Promotion
2024-07-26,Groceries,Delhi,121,10.15,1228.15,78,45.9,0,7,Friday,4,0,No Promotion
2024-07-26,Furniture,Hyderabad,7,348.04,2436.28,4,29.4,0,7,Friday,4,0,No Promotion
2024-07-26,Toys,Hyderabad,25,31.86,796.5,15,24.9,0,7,Friday,4,0,No Promotion
2024-07-27,Electronics,Chennai,18,232.4,4183.2,10,39.8,0,7,Saturday,5,1,No Promotion
2024-07-27,Clothing,Mumbai,47,45.48,2137.56,25,45.3,0,7,Saturday,5,1,No Promotion
2024-07-27,Groceries,Chennai,153,12.02,1839.06,104,51.1,0,7,Saturday,5,1,No Promotion
2024-07-27,Furniture,Chennai,6,352.22,2113.32,3,36.1,0,7,Saturday,5,1,No Promotion
2024-07-27,Toys,Mumbai,28,31.18,873.04,14,38.2,0,7,Saturday,5,1,No Promotion
2024-07-28,Electronics,Hyderabad,22,228.97,5037.34,9,22.6,0,7,Sunday,6,1,No Promotion
2024-07-28,Clothing,Delhi,51,47.6,2427.6,22,26.0,0,7,Sunday,6,1,No Promotion
2024-07-28,Groceries,Delhi,143,12.08,1727.44,67,43.7,0,7,Sunday,6,1,No Promotion
2024-07-28,Furniture,Chennai,3,373.29,1119.8700000000001,1,53.5,0,7,Sunday,6,1,No Promotion
2024-07-28,Toys,Bengaluru,32,29.91,957.12,25,37.1,0,7,Sunday,6,1,No Promotion
2024-07-29,Electronics,Bengaluru,27,247.14,6672.78,17,37.7,1,7,Monday,0,0,Promotion
2024-07-29,Clothing,Delhi,43,46.07,1981.01,27,13.3,1,7,Monday,0,0,Promotion
2024-07-29,Groceries,Delhi,140,11.87,1661.8,74,38.9,1,7,Monday,0,0,Promotion
2024-07-29,Furniture,Mumbai,6,393.09,2358.54,3,44.6,1,7,Monday,0,0,Promotion
